Latitude,Longitude,Bath,Bed,Price,Postal,Crime,MedIncome,School,Sqft_Area,Lot_Area,SchoolDist,Property_Address,Zestimate,Date_Sold,Locality,Region,Built_Year,Price_Sqft,Envi,Age,TranEnvi,TransDist,SchoolType,SchoolTSRatio,SchoolRating,MedAge,Population,College.Graduates,Rank
47.559542,-122.29336,1.75,4,380000,98108,1189,51754,4,2320,6900,0.150312273,4744 30th Ave S,372K,9/3/2014,Seattle,WA,1951,163,4,63,1,0.05443839,1,13,1,36.7,21223,17.82,11321
47.559603,-122.307272,1,2,325000,98108,1189,51754,4,900,5335,0.55552093,4837 20th Ave S,324K,4/4/2014,Seattle,WA,1941,361,0,73,0,Inf,8,18,9,36.7,21223,17.82,11321
47.559652,-122.315419,2,3,400000,98108,1111,51754,4,2200,3484,0.249535497,1314 S Edmunds St,408K,8/8/2014,Seattle,WA,1922,181,0,92,0,Inf,8,18,7,36.7,21223,17.82,11321
47.559687,-122.267315,2,3,655000,98118,868,53903,1,2529,4791,0.792823292,4729 53rd Ave S,633K,7/22/2014,Seattle,WA,1927,258,10,87,0,Inf,1,20,4,38,40791,27.35,5725
47.559763,-122.27036,3,4,530000,98118,935,53903,1,2350,5580,0.642090548,4726 50th Ave S,579K,9/5/2014,Seattle,WA,1949,225,10,65,0,Inf,1,20,4,38,40791,27.35,5725
47.559991,-122.300782,2,4,450000,98108,1168,51754,3,2390,6664,0.624459787,2436 S Angeline St,460K,3/27/2014,Seattle,WA,1957,188,0,57,0,Inf,1,13,1,36.7,21223,17.82,11321
47.560109,-122.265293,2,3,545000,98118,835,53903,1,1780,7200,0.941154618,4714 54th Ave S,505K,7/21/2014,Seattle,WA,1923,306,10,91,0,Inf,1,20,4,38,40791,27.35,5725
47.5602,-122.279875,2,3,590300,98118,1063,53903,5,2140,7200,0.618871256,4709 43rd Ave S,545K,6/27/2014,Seattle,WA,1907,275,7,107,0,Inf,8,14,5,38,40791,27.35,5725
47.560205,-122.279023,2,4,110402,98118,1058,53903,4,1720,9600,0.629882283,4710 43rd Ave S,476K,3/28/2014,Seattle,WA,1905,64,7,109,0,Inf,1,20,4,38,40791,27.35,5725
47.560223,-122.299975,2,5,399950,98108,1164,51754,4,1920,5227,0.561153885,2525 S Americus St,343K,11/6/2013,Seattle,WA,1972,208,1,42,0,Inf,1,13,1,36.7,21223,17.82,11321
47.560224,-122.275339,1,2,405000,98118,1007,53903,3,1400,7405,0.570258304,4708 46th Ave S,417K,4/2/2014,Seattle,WA,1948,289,8,66,0,Inf,1,20,4,38,40791,27.35,5725
47.560263,-122.269709,2,4,549000,98118,929,53903,1,2140,3049,0.715823021,4709 51st Ave S,559K,2/10/2014,Seattle,WA,1929,256,10,85,0,Inf,1,20,4,38,40791,27.35,5725
47.560328,-122.295203,4,7,292000,98108,1185,51754,3,1820,3060,0.205820925,2837 S Alaska Pl,320K,1/31/2014,Seattle,WA,1999,160,4,15,1,0.199694493,1,13,1,36.7,21223,17.82,11321
47.560342,-122.267198,3,4,675000,98118,863,53903,1,3430,7405,0.847916951,4705 53rd Ave S,749K,10/31/2013,Seattle,WA,1961,196,10,53,0,Inf,1,20,4,38,40791,27.35,5725
47.560345,-122.269913,2,4,471000,98118,929,53903,1,2500,4400,0.714231782,5015 S Alaska St,532K,11/22/2013,Seattle,WA,1929,188,10,85,0,Inf,1,20,4,38,40791,27.35,5725
47.560353,-122.265194,1,3,557000,98118,818,53903,1,2000,8276,0.963367259,5407 S Alaska St,515K,4/28/2014,Seattle,WA,1940,278,10,74,0,Inf,1,20,4,38,40791,27.35,5725
47.560446,-122.30376,1,5,290000,98108,1206,51754,3,1440,4894,0.723263446,2318 S Angeline St,314K,6/27/2014,Seattle,WA,1929,201,0,85,0,Inf,8,18,9,36.7,21223,17.82,11321
47.560834,-122.305343,3,6,565000,98108,1222,51754,4,2500,3998,0.597283637,4705 Beacon Ave S,,9/3/2014,Seattle,WA,2014,226,0,0,0,Inf,8,18,9,36.7,21223,17.82,11321
47.561007,-122.271578,2,4,359900,98118,953,53903,1,1490,7200,0.717100198,4620 49th Ave S,450K,10/15/2013,Seattle,WA,1907,241,9,107,0,Inf,1,20,4,38,40791,27.35,5725
47.561258,-122.270325,1,3,429000,98118,922,53903,1,2000,7187,0.783868805,4614 50th Ave S,440K,12/22/2013,Seattle,WA,1918,214,10,96,0,Inf,1,20,4,38,40791,27.35,5725
47.56128,-122.274108,4,3,469000,98118,972,53903,2,2100,3589,0.694445635,4612 47th Ave S,494K,4/30/2014,Seattle,WA,1988,223,9,26,0,Inf,1,20,4,38,40791,27.35,5725
47.561393,-122.270326,1,2,367500,98118,920,53903,1,1230,4800,0.796988169,4610 50th Ave S,344K,6/6/2014,Seattle,WA,1919,298,9,95,0,Inf,1,20,4,38,40791,27.35,5725
47.561403,-122.309393,1,2,347500,98108,1229,51754,3,880,5830,0.303420982,1717 S Snoqualmie St,345K,3/21/2014,Seattle,WA,1936,394,0,78,0,Inf,8,18,9,36.7,21223,17.82,11321
47.561844,-122.296579,3,2,370000,98108,1158,51754,3,1786,1875,0.325404279,2809 S Columbian Way,387K,3/28/2014,Seattle,WA,2006,207,4,8,1,0.374387393,1,13,1,36.7,21223,17.82,11321
47.561912,-122.27918,4,4,620000,98118,1051,53903,4,2780,6953,0.589765018,4600 43rd Ave S,649K,10/15/2013,Seattle,WA,1962,223,7,52,0,Inf,8,13,2,38,40791,27.35,5725
47.561928,-122.314491,1,2,332000,98108,1197,51754,3,1000,4791,0.194736743,4552 14th Ave S,328K,6/2/2014,Seattle,WA,1942,332,0,72,0,Inf,8,18,9,36.7,21223,17.82,11321
47.561937,-122.283125,1,4,225000,98118,1111,53903,5,1150,6000,0.472531919,4529 Cascadia Ave S,307K,8/15/2014,Seattle,WA,1907,195,6,107,0,Inf,8,13,2,38,40791,27.35,5725
47.562076,-122.291335,3,4,400000,98118,1162,53903,4,2020,3000,0.170580153,4525 33rd Ave S,392K,7/17/2014,Seattle,WA,1910,198,5,104,1,0.279720497,1,13,1,38,40791,27.35,5725
47.562144,-122.318971,2,2,355000,98108,1170,51754,3,1650,4000,0.438837619,4545 11th Ave S,363K,6/9/2014,Seattle,WA,1947,215,0,67,0,Inf,8,18,7,36.7,21223,17.82,11321
47.56224,-122.291335,3,5,362100,98118,1159,53903,4,1810,3001,0.186287592,4519 33rd Ave S,364K,7/11/2014,Seattle,WA,1998,200,5,16,1,0.296779543,1,13,1,38,40791,27.35,5725
47.562379,-122.313116,1,3,306000,98108,1246,51754,3,1110,6185,0.090233122,4536 15th Ave S,308K,2/28/2014,Seattle,WA,1950,275,0,64,0,Inf,8,18,9,36.7,21223,17.82,11321
47.562424,-122.297144,3,3,398000,98108,1157,51754,3,2000,2099,0.390961592,4408 28th Ave S,415K,4/16/2014,Seattle,WA,2006,199,4,8,1,0.448473551,1,13,1,36.7,21223,17.82,11321
47.562454,-122.291864,2,3,440000,98108,1164,51754,4,1400,2613,0.193407718,4513 Renton Ave S,348K,12/20/2013,Seattle,WA,2012,314,4,2,1,0.308874379,1,13,1,36.7,21223,17.82,11321
47.56248,-122.315713,1,2,380000,98108,1237,51754,3,1210,4800,0.246311027,4532 13th Ave S,381K,6/19/2014,Seattle,WA,1950,314,0,64,0,Inf,8,18,9,36.7,21223,17.82,11321
47.562485,-122.291334,2.5,3,520000,98118,1162,53903,4,2260,2980,0.210546104,4509 33rd Ave S,470K,5/7/2014,Seattle,WA,2007,230,5,7,1,0.322527819,1,13,1,38,40791,27.35,5725
47.562538,-122.271103,3,5,585000,98118,906,53903,1,2480,4791,0.888097181,4509 50th Ave S,606K,4/30/2014,Seattle,WA,1927,235,9,87,0,Inf,1,20,4,38,40791,27.35,5725
47.56256,-122.282411,1,3,376500,98118,1076,53903,5,1100,3049,0.414957811,4506 Cascadia Ave S,344K,10/4/2013,Seattle,WA,1910,342,6,104,0,Inf,8,13,2,38,40791,27.35,5725
47.562603,-122.297283,2.5,3,397950,98108,1156,51754,3,1901,2265,0.409700866,4400 28th Ave S,415K,10/10/2013,Seattle,WA,2006,209,4,8,1,0.46958795,1,13,1,36.7,21223,17.82,11321
47.562673,-122.271468,1,3,450000,98118,904,53903,1,1280,7187,0.892682205,4909 S Oregon St,410K,5/1/2014,Seattle,WA,1942,351,9,72,0,Inf,1,20,4,38,40791,27.35,5725
47.562763,-122.317019,2,4,360000,98108,1232,51754,3,2140,5560,0.336572023,4522 12th Ave S,402K,10/30/2013,Seattle,WA,1941,168,0,73,0,Inf,8,18,9,36.7,21223,17.82,11321
47.562792,-122.298031,2.5,2,417000,98108,1171,51754,3,1810,4126,0.46895789,4361 28th Ave S,430K,10/25/2013,Seattle,WA,2006,230,4,8,0,Inf,1,13,1,36.7,21223,17.82,11321
47.562872,-122.320044,1,2,399000,98108,1204,51754,3,1960,3920,0.535953055,4525 10th Ave S,364K,8/22/2014,Seattle,WA,1950,203,0,64,0,Inf,8,18,7,36.7,21223,17.82,11321
47.562917,-122.298244,3,3,477000,98108,1175,51754,3,2100,5227,0.489661084,4357 28th Ave S,429K,9/4/2014,Seattle,WA,2006,227,4,8,0,Inf,1,13,1,36.7,21223,17.82,11321
47.562952,-122.292877,3,3,520000,98108,1168,51754,4,2060,2277,0.243288308,3106 S Oregon St,359K,12/17/2013,Seattle,WA,2013,252,4,1,1,0.358205538,1,13,1,36.7,21223,17.82,11321
47.562955,-122.292893,2.5,3,520000,98108,1168,51754,4,1650,1888,0.243747084,3104 S Oregon St,294K,11/14/2013,Seattle,WA,2013,315,4,1,1,0.35858736,1,13,1,36.7,21223,17.82,11321
47.562958,-122.29291,1.5,3,509000,98108,1168,51754,4,1680,2650,0.244219839,3102 S Oregon St,294K,11/20/2013,Seattle,WA,2013,302,4,1,1,0.358976513,1,13,1,36.7,21223,17.82,11321
47.562961,-122.288705,3,4,620000,98118,1146,53903,4,2310,5510,0.359888231,3508 S Oregon St,410K,6/16/2014,Seattle,WA,2013,268,5,1,1,0.467262112,2,8,NA,38,40791,27.35,5725
47.563009,-122.297089,2.25,3,380000,98108,1160,51754,3,1708,1437,0.422008243,4355 Jill Pl S,395K,5/23/2014,Seattle,WA,2008,222,4,6,1,0.491474468,1,13,1,36.7,21223,17.82,11321
47.563133,-122.297197,2.5,4,415000,98108,1163,51754,3,1970,2377,0.436720032,4343 Jill Pl S,419K,6/3/2014,Seattle,WA,2008,210,4,6,0,Inf,1,13,1,36.7,21223,17.82,11321
47.563149,-122.292754,3,3,467000,98108,1158,51754,4,1950,1684,0.264369063,4460 31st Ave S,346K,1/13/2014,Seattle,WA,2013,239,4,1,1,0.379870356,1,13,1,36.7,21223,17.82,11321
47.563162,-122.316972,3,4,525000,98108,1276,51754,3,2470,7200,0.331039758,4508 12th Ave S,476K,8/22/2014,Seattle,WA,1940,212,0,74,0,Inf,8,18,9,36.7,21223,17.82,11321
47.563176,-122.282424,1,2,324000,98118,1061,53903,4,1110,6098,0.349156884,4430 Cascadia Ave S,355K,3/25/2014,Seattle,WA,1951,291,6,63,0,Inf,8,13,2,38,40791,27.35,5725
47.563262,-122.288801,1,2,350000,98118,1142,53903,4,1290,4356,0.38388998,4430 Letitia Ave S,347K,5/22/2014,Seattle,WA,1906,271,6,108,1,0.489103887,2,8,NA,38,40791,27.35,5725
47.563377,-122.289962,1.8,4,315000,98118,1147,53903,4,1440,5000,0.348024335,4420 34th Ave S,379K,8/29/2014,Seattle,WA,1947,218,6,67,1,0.454029851,1,13,1,38,40791,27.35,5725
47.563513,-122.297583,2.25,3,383500,98108,1170,51754,3,1708,1176,0.485522919,4321 Jill Pl S,387K,2/11/2014,Seattle,WA,2008,224,4,6,0,Inf,1,13,1,36.7,21223,17.82,11321
47.563586,-122.282431,2,3,353800,98118,1060,53903,4,1820,3484,0.306063402,4416 Cascadia Ave S,373K,4/24/2014,Seattle,WA,1909,194,7,105,0,Inf,8,13,2,38,40791,27.35,5725
47.56359,-122.275364,3,4,497000,98118,944,53903,2,2240,7199,0.70088711,4414 46th Ave S,510K,5/22/2014,Seattle,WA,1995,221,7,19,0,Inf,8,13,2,38,40791,27.35,5725
47.563658,-122.28526,1,2,200000,98118,1120,53903,4,780,3570,0.295825454,4415 38th Ave S,279K,8/13/2014,Seattle,WA,1909,256,7,105,0,Inf,8,13,2,38,40791,27.35,5725
47.563881,-122.281035,2,3,414287,98118,1053,53903,4,1900,4356,0.331710696,4407 42nd Ave S,418K,3/7/2014,Seattle,WA,1962,218,7,52,0,Inf,8,13,2,38,40791,27.35,5725
47.563975,-122.292344,3,3,459800,98108,1162,51754,4,1910,3472,0.356043336,4425 Renton Ave S,342K,10/25/2013,Seattle,WA,2012,240,5,2,1,0.47241107,1,13,1,36.7,21223,17.82,11321
47.563977,-122.282337,1.75,3,313950,98118,1067,53903,4,1170,3000,0.26894627,4009 S Genesee St,323K,12/30/2013,Seattle,WA,1906,268,7,108,0,Inf,8,13,2,38,40791,27.35,5725
47.56403,-122.29236,2.5,3,440445,98108,1162,51754,4,1830,3002,0.362106709,4421 Renton Ave S,325K,10/25/2013,Seattle,WA,2013,240,5,1,1,0.478453552,1,13,1,36.7,21223,17.82,11321
47.564085,-122.292377,2,3,465800,98108,1163,51754,4,1830,3027,0.368173205,4417 Renton Ave S,333K,10/11/2013,Seattle,WA,2013,254,5,1,1,0.484497179,1,13,1,36.7,21223,17.82,11321
47.564258,-122.280496,1,2,438500,98118,1022,53903,4,840,3360,0.331058178,4202 S Genesee St,424K,4/15/2014,Seattle,WA,1906,522,7,108,0,Inf,8,13,2,38,40791,27.35,5725
47.564292,-122.297126,3,3,414000,98108,1164,51754,2,1800,2385,0.520764304,2858 S Nevada St,,12/6/2013,Seattle,WA,2013,230,5,1,0,Inf,1,13,1,36.7,21223,17.82,11321
47.564328,-122.296985,2.25,3,415000,98108,1167,51754,2,1880,1659,0.516889797,2862 S Nevada St,,11/5/2013,Seattle,WA,2013,220,5,1,0,Inf,1,13,1,36.7,21223,17.82,11321
47.564348,-122.296916,2.25,3,415000,98108,1167,51754,3,1800,2280,0.515277906,2864 S Nevada St,,12/19/2013,Seattle,WA,2013,230,5,1,0,Inf,1,13,1,36.7,21223,17.82,11321
47.564505,-122.274114,1,2,225000,98118,878,53903,1,830,5400,0.756604027,4224 47th Ave S,326K,5/30/2014,Seattle,WA,1907,271,7,107,0,Inf,8,13,2,38,40791,27.35,5725
47.564554,-122.316934,1,2,447000,98108,1287,51754,3,2100,6001,0.365834952,4322 12th Ave S,427K,8/8/2014,Seattle,WA,1944,212,0,70,0,Inf,8,18,9,36.7,21223,17.82,11321
47.564557,-122.292142,3,4,435000,98118,1161,53903,4,2480,6969,0.421517434,3200 S Genesee St,469K,11/22/2013,Seattle,WA,1984,175,5,30,0,Inf,1,13,1,38,40791,27.35,5725
47.564766,-122.281044,1,2,406000,98118,1014,53903,4,2410,2871,0.263951695,4215 42nd Ave S,531K,10/9/2013,Seattle,WA,1908,168,7,106,0,Inf,8,13,2,38,40791,27.35,5725
47.564956,-122.313902,1,3,375000,98108,1323,51754,3,2680,4791,0.22970821,4311 15th Ave S,459K,8/27/2014,Seattle,WA,1954,139,0,60,0,Inf,8,18,9,36.7,21223,17.82,11321
47.565105,-122.29772,2.5,4,530000,98108,1180,51754,2,2620,4095,0.618632033,4131 29th Ave S,545K,10/29/2013,Seattle,WA,2007,202,5,7,0,Inf,1,13,1,36.7,21223,17.82,11321
47.565157,-122.281047,2,4,276500,98118,1009,53903,4,1820,4499,0.240912522,4201 42nd Ave S,388K,1/6/2014,Seattle,WA,1926,285,7,88,0,Inf,8,13,2,38,40791,27.35,5725
47.565184,-122.289988,2,4,105000,98118,1131,53903,5,910,3049,0.469536096,4211 Letitia Ave S,318K,1/12/2014,Seattle,WA,1970,115,6,44,0,Inf,8,13,2,38,40791,27.35,5725
47.56525,-122.282462,2,3,427000,98118,1022,53903,4,2220,4791,0.147356006,4130 Cascadia Ave S,450K,1/8/2014,Seattle,WA,1955,192,7,59,0,Inf,8,13,2,38,40791,27.35,5725
47.565294,-122.282056,4,5,749000,98118,1018,53903,4,3300,6054,0.168055269,4129 41st Ave S,919K,4/11/2014,Seattle,WA,1948,226,7,66,0,Inf,8,13,2,38,40791,27.35,5725
47.565379,-122.292745,3.01,2,298800,98108,1116,51754,5,1215,NA,0.512080179,4221 Renton Ave S LOT 802,368K,11/1/2013,Seattle,WA,2013,245,5,1,0,Inf,1,13,1,36.7,21223,17.82,11321
47.565455,-122.315082,1,4,390000,98108,1307,51754,2,2270,4933,0.323133091,4159 14th Ave S,496K,9/17/2014,Seattle,WA,1929,171,0,85,0,Inf,8,18,9,36.7,21223,17.82,11321
47.565644,-122.284681,2,2,345000,98118,1053,53903,4,1320,3060,0.081723595,4114 38th Ave S,337K,8/20/2014,Seattle,WA,1904,261,8,110,0,Inf,8,13,2,38,40791,27.35,5725
47.565719,-122.313058,1,2,417000,98108,1335,51754,2,1470,6621,0.293718568,4150 15th Ave S,276K,5/13/2014,Seattle,WA,1950,283,0,64,0,Inf,8,18,9,36.7,21223,17.82,11321
47.565797,-122.29243,1,3,250000,98108,1108,51754,5,1190,6250,0.55839464,4110 Renton Ave S,298K,7/30/2014,Seattle,WA,1954,210,5,60,0,Inf,1,13,1,36.7,21223,17.82,11321
47.565825,-122.317558,2,3,440000,98108,1285,51754,2,2440,6272,0.482136155,4145 12th Ave S,492K,6/30/2014,Seattle,WA,1949,180,0,65,0,Inf,8,18,9,36.7,21223,17.82,11321
47.565886,-122.28587,1.5,2,289000,98118,1064,53903,5,1010,1306,0.150980986,4110 37th Ave S UNIT A,301K,7/31/2014,Seattle,WA,2007,286,7,7,0,Inf,8,13,2,38,40791,27.35,5725
47.565946,-122.301009,1,3,475000,98108,1241,51754,3,1540,8250,0.856827417,4102 24th Pl S,444K,2/7/2014,Seattle,WA,1948,308,5,66,0,Inf,1,13,1,36.7,21223,17.82,11321
47.566197,-122.274287,1,3,490500,98118,853,53903,1,1860,4800,0.721059446,4104 47th Ave S,476K,4/24/2014,Seattle,WA,1941,263,7,73,0,Inf,8,13,2,38,40791,27.35,5725
47.566198,-122.273963,1,3,425000,98118,849,53903,1,1780,4791,0.745368546,4709 S Dakota St,418K,8/5/2014,Seattle,WA,1926,238,7,88,0,Inf,8,13,2,38,40791,27.35,5725
47.56648,-122.315594,3,3,569000,98108,1304,51754,2,2563,8276,0.439468226,4120 13th Ave S,529K,7/17/2014,Seattle,WA,1929,222,0,85,0,Inf,8,18,9,36.7,21223,17.82,11321
47.566593,-122.284238,1,3,141105,98118,1033,53903,4,900,6120,0.055049594,4043 39th Ave S,359K,11/22/2013,Seattle,WA,1912,156,9,102,0,Inf,8,13,2,38,40791,27.35,5725
47.566622,-122.317601,2,3,491500,98108,1287,51754,2,1300,4481,0.544485608,4117 12th Ave S,463K,3/5/2014,Seattle,WA,1967,378,0,47,0,Inf,8,18,9,36.7,21223,17.82,11321
47.566969,-122.272874,3,3,902000,98118,813,53903,1,3240,7200,0.831995843,4020 48th Ave S,684K,9/3/2014,Seattle,WA,1960,278,7,54,0,Inf,8,13,2,38,40791,27.35,5725
47.567027,-122.291783,3,5,390000,98108,1084,51754,5,2240,5227,0.599533747,4034 31st Ave S,402K,4/29/2014,Seattle,WA,1996,174,7,18,0,Inf,8,13,2,36.7,21223,17.82,11321
47.567198,-122.293192,1.75,3,365000,98108,1097,51754,5,1610,5662,0.706931065,4028 Renton Ave S,382K,12/18/2013,Seattle,WA,1970,226,7,44,0,Inf,8,13,2,36.7,21223,17.82,11321
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1.00M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1.00M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1.00M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1.00M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1.00M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1.00M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1.00M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567358,-122.272393,3,4,1300000,98118,794,53903,1,2940,5160,0.873448963,4007 49th Ave S,1.00M,3/20/2014,Seattle,WA,2013,442,7,1,0,Inf,8,13,2,38,40791,27.35,5725
47.567413,-122.290411,2.5,3,460000,98118,1061,53903,5,1610,2527,0.508334482,4011 Letitia Ave S,458K,7/21/2014,Seattle,WA,2005,285,7,9,0,Inf,8,13,2,38,40791,27.35,5725
47.567841,-122.316347,1,1,418200,98108,1344,51754,1,1650,5662,0.598941945,4003 13th Ave S,397K,4/24/2014,Seattle,WA,1935,253,0,79,0,Inf,8,18,9,36.7,21223,17.82,11321
47.56795,-122.31635,1,2,240000,98108,1343,51754,1,890,3960,0.60974426,4001 13th Ave S,305K,4/25/2014,Seattle,WA,1940,269,0,74,0,Inf,8,18,9,36.7,21223,17.82,11321
47.56795,-122.31635,3,3,645000,98122,1343,47405,1,2020,1742,0.60974426,1833 26th Ave,654K,4/25/2014,Seattle,WA,2004,319,0,10,0,Inf,8,18,9,32.1,28790,41.56,2372
47.568096,-122.284722,2,3,425000,98118,1035,53903,2,2640,6180,0.224574662,3856 38th Ave S,497K,6/27/2014,Seattle,WA,1946,160,9,68,0,Inf,8,13,2,38,40791,27.35,5725
47.568117,-122.374305,1,2,345000,98126,454,68479,5,840,4000,0.780857557,3859 33rd Ave SW,362K,3/25/2014,Seattle,WA,1951,410,0,63,0,Inf,6,12,NA,38,18906,33.2,3975
47.568123,-122.280406,3.75,5,698988,98118,958,53903,1,3450,7200,0.341361041,3920 42nd Ave S,848K,11/12/2013,Seattle,WA,1940,202,9,74,0,Inf,8,13,2,38,40791,27.35,5725
47.568184,-122.274911,2,3,855000,98118,856,53903,1,2920,10800,0.710979295,3921 47th Ave S,747K,9/4/2014,Seattle,WA,1925,292,8,89,0,Inf,8,13,2,38,40791,27.35,5725
47.568279,-122.283223,3,4,735000,98118,1011,53903,2,2840,4120,0.241591458,3849 Cascadia Ave S,870K,6/5/2014,Seattle,WA,1931,258,9,83,0,Inf,8,13,2,38,40791,27.35,5725
47.568318,-122.286457,2,5,285000,98118,1041,53903,4,1710,4080,0.307818155,3853 37th Ave S,331K,11/19/2013,Seattle,WA,1979,166,9,35,0,Inf,8,13,2,38,40791,27.35,5725
47.56834,-122.373795,2,3,534325,98126,459,68479,3,1880,3387,0.825102958,3850 33rd Ave SW,551K,4/21/2014,Seattle,WA,1955,284,0,59,0,Inf,6,12,NA,38,18906,33.2,3975
47.568341,-122.375849,1,1,340000,98126,457,68479,5,1680,4000,0.68167788,3864 35th Ave SW,374K,6/5/2014,Seattle,WA,1925,202,0,89,0,Inf,6,12,NA,38,18906,33.2,3975
47.568366,-122.292001,1,3,320000,98108,1083,51754,5,1140,11325.6,0.60493739,3918 31st Ave S,343K,11/13/2013,Seattle,WA,1958,280,7,56,0,Inf,8,19,4,36.7,21223,17.82,11321
47.568371,-122.282523,1,2,300000,98122,998,47405,2,1260,3484,0.267164954,1415 E Jefferson St,322K,5/1/2014,Seattle,WA,1918,238,10,96,0,Inf,8,13,2,32.1,28790,41.56,2372
47.568371,-122.282523,4,3,1350000,98118,998,53903,2,2860,10890,0.267164954,3846 Cascadia Ave S,1.4M,4/30/2014,Seattle,WA,1936,473,10,78,0,Inf,8,13,2,38,40791,27.35,5725
47.568371,-122.291067,1,3,322500,98118,1075,53903,5,1320,4791,0.591681407,3847 Letitia Ave S,340K,3/28/2014,Seattle,WA,1960,244,8,54,0,Inf,8,13,2,38,40791,27.35,5725
47.5685,-122.29407,2,1,120000,98108,1103,51754,5,1150,15681.6,0.629745223,3854 Renton Ave S,364K,10/4/2013,Seattle,WA,1906,104,7,108,0,Inf,8,19,4,36.7,21223,17.82,11321
47.568537,-122.286454,1.5,2,432000,98118,1038,53903,5,1500,4080,0.327070412,3841 37th Ave S,440K,2/27/2014,Seattle,WA,1907,288,9,107,0,Inf,8,13,2,38,40791,27.35,5725
47.568591,-122.376488,1.5,3,534000,98126,453,68479,5,1110,4524,0.650466736,3506 SW Andover St,442K,1/15/2014,Seattle,WA,1918,481,0,96,0,Inf,6,12,NA,38,18906,33.2,3975
47.568603,-122.314978,4,3,385000,98108,1375,51754,1,1900,4805,0.638328577,3911 14th Ave S,406K,8/29/2014,Seattle,WA,1999,272,0,15,0,Inf,8,18,9,36.7,21223,17.82,11321
47.568637,-122.285804,2.25,3,390000,98118,1033,53903,2,1770,2875,0.310902643,3838 37th Ave S,385K,7/16/2014,Seattle,WA,1983,220,9,31,0,Inf,8,13,2,38,40791,27.35,5725
47.568648,-122.314651,1,2,360000,98144,1381,52128,1,1500,4791,0.63664515,1772 18th Ave S,377K,4/30/2014,Seattle,WA,1941,240,0,73,0,Inf,8,18,9,38.1,24913,34.28,3725
47.56883,-122.291084,4.5,6,377900,98118,1066,53903,5,3679,6110,0.548378315,3837 Letitia Ave S,1.16M,4/22/2014,Seattle,WA,2014,102,8,0,0,Inf,8,19,4,38,40791,27.35,5725
47.568916,-122.301465,1.75,4,515000,98108,1332,51754,3,2520,6185,0.697433798,3910 24th Ave S,542K,1/9/2014,Seattle,WA,1954,204,7,60,0,Inf,8,18,6,36.7,21223,17.82,11321
