Latitude,Longitude,Bath,Bed,Price,Postal,Crime,MedIncome,School,Sqft_Area,Lot_Area,SchoolDist,Property_Address,Zestimate,Date_Sold,Locality,Region,Built_Year,Price_Sqft,Envi,Age,TranEnvi,TransDist,SchoolType,SchoolTSRatio,SchoolRating,MedAge,Population,College.Graduates,Rank
47.669735,-122.306191,2,5,675300,98105,1597,45185,4,2170,3484,0.514855564,5610 20th Ave NE,684K,12/29/2013,Seattle,WA,1921,311,0,93,0,Inf,3,11,NA,23.1,38963,68.95,256
47.66977,-122.333995,3,4,900000,98103,2274,69510,3,2230,4372,0.70282093,5641 Keystone Pl N,872K,7/18/2014,Seattle,WA,1935,403,10,79,0,Inf,2,15,NA,34.4,41971,61.73,522
47.669777,-122.328549,3,3,557750,98105,2139,45185,5,1750,3049,0.671191571,5611 1st Ave NE,558K,2/21/2014,Seattle,WA,1926,318,11,88,0,Inf,2,11,NA,23.1,38963,68.95,256
47.669801,-122.402164,1,3,496900,98107,768,59839,1,1790,5967,0.775242848,3422 NW 56th St,513K,5/5/2014,Seattle,WA,1948,277,1,66,0,Inf,8,19,6,35.5,18516,47.14,1705
47.669825,-122.36056,1,2,475000,98107,1810,59839,2,870,7975,0.10747158,236 NW 56th St,480K,9/9/2014,Seattle,WA,1946,545,4,68,0,Inf,8,19,10,35.5,18516,47.14,1705
47.669879,-122.287212,2,3,650000,98105,1232,45185,2,1840,4280,0.416106344,5547 38th Ave NE,571K,6/12/2014,Seattle,WA,1950,353,2,64,0,Inf,8,20,10,23.1,38963,68.95,256
47.669929,-122.311117,2,3,667500,98105,1711,45185,4,2310,6263,0.146077287,5613 16th Ave NE,678K,5/1/2014,Seattle,WA,1920,288,7,94,0,Inf,3,11,NA,23.1,38963,68.95,256
47.669936,-122.369305,1,2,515000,98107,1586,59839,3,1050,5000,0.529104542,915 NW 57th St,479K,7/7/2014,Seattle,WA,1907,490,2,107,0,Inf,2,13,NA,35.5,18516,47.14,1705
47.66994,-122.372617,3,3,575000,98107,1518,59839,4,2140,4791,0.293120683,1143 NW 57th St,579K,3/6/2014,Seattle,WA,1917,268,1,97,0,Inf,2,13,NA,35.5,18516,47.14,1705
47.669948,-122.284475,1.75,3,565000,98105,1159,45185,3,1540,4800,0.589097745,5614 40th Ave NE,481K,9/5/2014,Seattle,WA,1925,366,2,89,0,Inf,8,20,10,23.1,38963,68.95,256
47.670004,-122.33362,3,5,860000,98103,2283,69510,3,3270,4050,0.730952845,2101 N 57th St,897K,12/31/2013,Seattle,WA,1925,262,10,89,0,Inf,2,11,NA,34.4,41971,61.73,522
47.670034,-122.392001,2.25,3,488000,98107,941,59839,1,1330,1306,0.340411515,2643 NW 57th St # A,462K,6/12/2014,Seattle,WA,2001,366,1,13,0,Inf,8,19,6,35.5,18516,47.14,1705
47.670049,-122.338709,4,4,925000,98103,2381,69510,3,2610,4500,0.728463298,5544 Ashworth Ave N,913K,7/31/2014,Seattle,WA,1909,354,8,105,0,Inf,2,15,NA,34.4,41971,61.73,522
47.670111,-122.364759,2,3,650000,98107,1664,59839,3,1740,3920,0.229217307,5620 7th Ave NW,574K,4/14/2014,Seattle,WA,1925,373,2,89,0,Inf,8,19,10,35.5,18516,47.14,1705
47.670124,-122.284477,1,2,410000,98105,1160,45185,3,920,3520,0.581112997,4005 NE 57th St,420K,4/4/2014,Seattle,WA,1927,445,2,87,0,Inf,8,20,10,23.1,38963,68.95,256
47.67028,-122.314459,1.75,4,426000,98105,1749,45185,4,1680,2178,0.114690193,5627 Brooklyn Ave NE,456K,1/21/2014,Seattle,WA,1922,253,7,92,0,Inf,3,11,NA,23.1,38963,68.95,256
47.670336,-122.363678,2,3,630000,98107,1700,59839,3,2000,3300,0.168776738,5630 6th Ave NW,521K,2/28/2014,Seattle,WA,1906,315,3,108,0,Inf,8,19,10,35.5,18516,47.14,1705
47.67047,-122.277502,1.75,2,766500,98105,777,45185,2,2230,6930,0.675589621,4556 Purdue Ave NE,708K,9/16/2014,Seattle,WA,1947,343,2,67,0,Inf,2,9,NA,23.1,38963,68.95,256
47.670518,-122.285478,2,3,781000,98105,1192,45185,2,1640,7405,0.495177937,5704 39th Ave NE,741K,5/1/2014,Seattle,WA,1955,476,2,59,0,Inf,8,20,10,23.1,38963,68.95,256
47.67052,-122.266416,1,2,490000,98105,254,45185,3,790,6577,0.422805999,5806 57th Ave NE,459K,7/25/2014,Seattle,WA,1943,620,4,71,0,Inf,2,7,NA,23.1,38963,68.95,256
47.670536,-122.318859,2.75,4,574000,98105,1888,45185,6,2080,6222,0.44046799,827 NE 58th St,603K,2/18/2014,Seattle,WA,1941,275,9,73,0,Inf,3,11,NA,23.1,38963,68.95,256
47.670585,-122.283143,3,3,750000,98105,1113,45185,3,2120,7736,0.659011377,4036 NE 57th St,709K,3/17/2014,Seattle,WA,1986,353,2,28,0,Inf,8,20,10,23.1,38963,68.95,256
47.670609,-122.378418,3.25,3,607500,98107,1351,59839,4,1530,1742,0.173747366,5714 17th Ave NW,563K,6/25/2014,Seattle,WA,2006,397,1,8,0,Inf,2,13,NA,35.5,18516,47.14,1705
47.670609,-122.381306,3,3,423000,98107,1209,59839,5,1260,1375,0.386447304,1757 NW 58th St UNIT D,440K,4/17/2014,Seattle,WA,2002,335,1,12,0,Inf,2,13,NA,35.5,18516,47.14,1705
47.670652,-122.272832,3,4,590000,98105,454,45185,3,2430,6011,0.649810694,5054 Pullman Ave NE,850K,2/7/2014,Seattle,WA,1955,242,4,59,0,Inf,2,9,NA,23.1,38963,68.95,256
47.670668,-122.399474,2.5,4,805000,98107,829,59839,1,2410,6000,0.552119785,3224 NW 57th St,803K,5/29/2014,Seattle,WA,1950,334,1,64,0,Inf,8,19,6,35.5,18516,47.14,1705
47.670673,-122.377338,1,3,582000,98107,1394,59839,4,1270,4000,0.095098115,1523 NW 58th St,540K,8/15/2014,Seattle,WA,1900,458,1,114,0,Inf,2,13,NA,35.5,18516,47.14,1705
47.670673,-122.377724,3,3,589950,98107,1375,59839,4,1454,5000,0.12198341,1533 NW 58th St,575K,7/31/2014,Seattle,WA,2014,405,1,0,0,Inf,2,13,NA,35.5,18516,47.14,1705
47.670681,-122.327894,1,2,553500,98105,2158,45185,4,1370,2340,0.595485084,105 NE 58th St,457K,8/13/2014,Seattle,WA,1922,404,10,92,0,Inf,8,17,8,23.1,38963,68.95,256
47.670691,-122.390528,1,3,565000,98107,959,59839,3,1130,5000,0.317848458,2609 NW 58th St,523K,5/29/2014,Seattle,WA,1906,500,1,108,0,Inf,8,19,6,35.5,18516,47.14,1705
47.670706,-122.393998,1,2,431000,98107,907,59839,1,770,4850,0.268646022,2823 NW 58th St,430K,5/2/2014,Seattle,WA,1942,559,2,72,0,Inf,8,19,6,35.5,18516,47.14,1705
47.670744,-122.364351,1,2,562100,98107,1694,59839,3,2140,3700,0.236372701,5645 6th Ave NW,512K,6/27/2014,Seattle,WA,1914,262,3,100,0,Inf,8,19,10,35.5,18516,47.14,1705
47.670749,-122.294201,4,5,1400000,98105,1405,45185,2,3550,5600,0.247141388,5715 31st Ave NE,673K,8/29/2014,Seattle,WA,1925,394,2,89,0,Inf,8,20,10,23.1,38963,68.95,256
47.67076,-122.255552,3,4,2200000,98105,107,45185,2,4250,27442.8,0.679599498,6539 NE Windermere Rd,2.06M,4/30/2014,Seattle,WA,1942,517,4,72,0,Inf,8,15,NA,23.1,38963,68.95,256
47.670786,-122.29695,1.25,3,545000,98105,1444,45185,2,2610,5000,0.425822577,5726 28th Ave NE,642K,6/18/2014,Seattle,WA,1909,208,0,105,0,Inf,8,20,10,23.1,38963,68.95,256
47.670792,-122.295421,1.5,3,525000,98105,1422,45185,2,1240,4640,0.32106506,5715 30th Ave NE,528K,4/30/2014,Seattle,WA,1924,423,2,90,0,Inf,8,20,10,23.1,38963,68.95,256
47.670804,-122.333346,3,4,1050000,98103,2298,69510,3,2606,3750,0.652643847,5721 Kirkwood Pl N,803K,8/15/2014,Seattle,WA,2014,402,8,0,0,Inf,8,17,8,34.4,41971,61.73,522
47.670847,-122.275935,2,2,672324,98105,656,45185,3,1600,5795,0.680522989,4808 Stanford Ave NE,638K,8/6/2014,Seattle,WA,1940,420,3,74,0,Inf,2,9,NA,23.1,38963,68.95,256
47.670885,-122.337319,4,4,1030000,98103,2363,69510,3,2750,4800,0.804400094,5728 Woodlawn Ave N,1M,6/16/2014,Seattle,WA,1905,374,8,109,0,Inf,2,15,NA,34.4,41971,61.73,522
47.670902,-122.261803,3,4,1280000,98105,175,45185,2,3240,10800,0.342029746,5726 61st Ave NE,1.28M,5/30/2014,Seattle,WA,1946,396,4,68,0,Inf,8,15,NA,23.1,38963,68.95,256
47.670917,-122.405622,4,3,2480000,98107,690,59839,1,5131,4715,0.974940106,5709 Seaview Ave NW,2.48M,6/19/2014,Seattle,WA,1993,482,1,21,0,Inf,8,19,6,35.5,18516,47.14,1705
47.670923,-122.331948,2,3,727000,98103,2263,69510,4,1500,7500,0.597323133,5801 Kensington Pl N,732K,1/21/2014,Seattle,WA,1906,484,8,108,0,Inf,8,17,8,34.4,41971,61.73,522
47.670929,-122.281883,2,3,675000,98105,1061,45185,3,1520,3200,0.742521457,5718 43rd Ave NE,778K,9/18/2014,Seattle,WA,1931,444,2,83,0,Inf,8,20,10,23.1,38963,68.95,256
47.670936,-122.280706,1,2,425000,98105,1006,45185,2,920,7710,0.829204339,4331 NE 58th St,482K,4/1/2014,Seattle,WA,1906,461,2,108,0,Inf,8,20,10,23.1,38963,68.95,256
47.670948,-122.272619,2,4,520000,98105,441,45185,3,2060,6000,0.68469738,5208 Pullman Ave NE,676K,5/20/2014,Seattle,WA,1952,252,4,62,0,Inf,2,9,NA,23.1,38963,68.95,256
47.670978,-122.317978,2,4,589000,98105,1867,45185,5,1900,4080,0.388584151,848 NE 58th St,550K,4/30/2014,Seattle,WA,1924,310,8,90,0,Inf,3,11,NA,23.1,38963,68.95,256
47.670993,-122.315963,2,6,580000,98105,1793,45185,5,2400,3900,0.251323509,5654 11th Ave NE,608K,5/1/2014,Seattle,WA,1918,241,7,96,0,Inf,3,11,NA,23.1,38963,68.95,256
47.671011,-122.332626,3,4,1470000,98103,2279,69510,4,4600,5618,0.607815086,5726 Kirkwood Pl N,1.42M,5/6/2014,Seattle,WA,2005,318,8,9,0,Inf,8,17,8,34.4,41971,61.73,522
47.671027,-122.30931,2.5,3,890000,98105,1647,45185,4,2190,4320,0.30995742,5732 17th Ave NE,760K,4/22/2014,Seattle,WA,1908,406,4,106,0,Inf,3,11,NA,23.1,38963,68.95,256
47.671049,-122.35686,2.5,4,618750,98103,1933,69510,2,1955,5786,0.416095905,5723 Palatine Ave N,662K,4/1/2014,Seattle,WA,1914,316,5,100,0,Inf,8,19,10,34.4,41971,61.73,522
47.671072,-122.328017,1,2,514000,98105,2172,45185,4,920,3998,0.551091008,100 NE 58th St,462K,8/20/2014,Seattle,WA,1906,558,10,108,0,Inf,8,17,8,23.1,38963,68.95,256
47.671134,-122.403426,2,2,448000,98107,723,59839,1,1780,3780,0.809689193,3453 NW 59th St,510K,6/18/2014,Seattle,WA,1940,251,1,74,0,Inf,8,19,6,35.5,18516,47.14,1705
47.671148,-122.390729,1.5,2,310000,98107,956,59839,3,1115,5000,0.268231483,2612 NW 58th St APT 2,316K,4/17/2014,Seattle,WA,1986,278,2,28,0,Inf,8,19,6,35.5,18516,47.14,1705
47.671194,-122.373173,2,2,649800,98107,1537,59839,4,2460,5100,0.226103714,5806 14th Ave NW,562K,6/16/2014,Seattle,WA,1947,264,1,67,0,Inf,2,13,NA,35.5,18516,47.14,1705
47.671318,-122.28655,3.5,5,1340000,98105,1220,45185,2,4330,7490,0.391611758,5730 38th Ave NE,951K,12/5/2013,Seattle,WA,2013,309,2,1,0,Inf,8,20,10,23.1,38963,68.95,256
47.671343,-122.275745,2.75,5,880000,98105,638,45185,3,3470,4392,0.731897973,5724 Princeton Ave NE,949K,7/3/2014,Seattle,WA,1931,253,3,83,0,Inf,2,9,NA,23.1,38963,68.95,256
47.671375,-122.315748,2,3,617000,98105,1788,45185,5,2340,3920,0.262689631,1113 NE Ravenna Blvd,623K,2/18/2014,Seattle,WA,1915,263,6,99,0,Inf,3,11,NA,23.1,38963,68.95,256
47.671393,-122.281928,1,2,415000,98105,1051,45185,3,1260,5100,0.73152246,5802 43rd Ave NE,490K,8/20/2014,Seattle,WA,1948,329,2,66,0,Inf,8,20,10,23.1,38963,68.95,256
47.671421,-122.296602,1,4,260000,98105,1431,45185,2,1870,5063,0.38064422,5735 29th Ave NE,,2/18/2014,Seattle,WA,1910,139,0,104,0,Inf,8,20,10,23.1,38963,68.95,256
47.671441,-122.39759,1,2,350000,98107,849,59839,1,1010,4850,0.387258788,3047 NW 59th St,368K,3/18/2014,Seattle,WA,1905,346,1,109,0,Inf,8,19,6,35.5,18516,47.14,1705
47.671471,-122.280286,2,4,537000,98105,975,45185,2,1240,7000,0.852970022,4342 NE 58th St,514K,9/9/2014,Seattle,WA,1945,433,2,69,0,Inf,8,20,10,23.1,38963,68.95,256
47.671582,-122.273408,3,4,862000,98105,489,45185,4,2658,5662,0.74847931,4962 Purdue Ave NE,893K,1/14/2014,Seattle,WA,1953,324,4,61,0,Inf,2,9,NA,23.1,38963,68.95,256
47.671733,-122.284497,3,4,515000,98105,1142,45185,2,2520,5227,0.536326796,5816 40th Ave NE,615K,1/8/2014,Seattle,WA,1947,204,2,67,0,Inf,8,20,10,23.1,38963,68.95,256
47.671773,-122.290577,1,3,501000,98105,1329,45185,3,1300,4360,0.08931619,5749 35th Ave NE,567K,9/5/2014,Seattle,WA,1929,385,2,85,0,Inf,8,20,10,23.1,38963,68.95,256
47.671782,-122.327682,2,5,935000,98105,2167,45185,4,3150,3920,0.478626332,110 NE 59th St,779K,4/30/2014,Seattle,WA,1912,296,8,102,0,Inf,8,17,8,23.1,38963,68.95,256
47.671788,-122.381807,2.25,2,378050,98107,1202,59839,5,1320,1198,0.429529135,1766 NW 59th St # B,418K,3/26/2014,Seattle,WA,2007,286,1,7,0,Inf,2,13,NA,35.5,18516,47.14,1705
47.671789,-122.328599,4,4,1320000,98103,2196,69510,4,3460,3997,0.4664093,2354 N 59th St,1.19M,5/19/2014,Seattle,WA,2004,380,8,10,0,Inf,8,17,8,34.4,41971,61.73,522
47.671808,-122.392596,1,2,443000,98107,918,59839,2,810,3500,0.138188262,5900 28th Ave NW,437K,5/30/2014,Seattle,WA,1944,546,2,70,0,Inf,8,19,6,35.5,18516,47.14,1705
47.671839,-122.358536,2,3,606000,98107,1856,59839,2,2000,3920,0.366168402,116 NW 59th St,525K,5/30/2014,Seattle,WA,1947,303,5,67,0,Inf,8,19,10,35.5,18516,47.14,1705
47.671847,-122.396376,2,3,500000,98107,859,59839,1,1720,4011,0.285773454,3014 NW 59th St,507K,6/13/2014,Seattle,WA,1904,290,1,110,0,Inf,8,19,6,35.5,18516,47.14,1705
47.671858,-122.260601,3.5,3,1170000,98105,153,45185,2,4620,15246,0.301275514,5770 63rd Ave NE,1.41M,12/12/2013,Seattle,WA,1951,253,5,63,0,Inf,8,15,NA,23.1,38963,68.95,256
47.671875,-122.300929,1.75,3,613200,98105,1468,45185,3,2050,3320,0.675046193,5765 25th Ave NE,645K,9/18/2014,Seattle,WA,1927,299,0,87,0,Inf,2,17,NA,23.1,38963,68.95,256
47.671886,-122.267237,1,2,495000,98105,271,45185,3,1007,6000,0.350068965,5622 NE 59th St,448K,5/15/2014,Seattle,WA,1943,491,5,71,0,Inf,2,7,NA,23.1,38963,68.95,256
47.671928,-122.381805,2.25,3,440900,98107,1202,59839,5,1270,NA,0.432714469,1768 NW 59th St,466K,3/11/2014,Seattle,WA,2007,347,1,7,0,Inf,2,13,NA,35.5,18516,47.14,1705
47.671931,-122.266535,2,4,430000,98105,256,45185,3,1600,7629,0.306254222,5638 NE 59th St,566K,7/18/2014,Seattle,WA,1943,268,5,71,0,Inf,2,7,NA,23.1,38963,68.95,256
47.671972,-122.289358,3,4,580000,98115,1301,82654,3,2030,3762,0.171479565,3519 NE 60th St,591K,4/8/2014,Seattle,WA,1967,285,2,47,0,Inf,8,20,10,37.6,43567,64.17,412
47.672024,-122.323067,1.75,6,535000,98115,2027,82654,6,2460,6000,0.582374766,457 NE 60th St,613K,9/15/2014,Seattle,WA,1913,217,9,101,0,Inf,1,0,NA,37.6,43567,64.17,412
47.672067,-122.333249,1,1,518950,98103,2327,69510,4,1720,4181,0.529178754,5916 Meridian Ave N,520K,8/18/2014,Seattle,WA,1924,232,8,90,0,Inf,8,17,8,34.4,41971,61.73,522
47.672068,-122.329386,2,3,640000,98103,2234,69510,3,2100,3000,0.433500577,2335 N 60th St,649K,8/8/2014,Seattle,WA,1911,304,8,103,0,Inf,8,17,8,34.4,41971,61.73,522
47.672122,-122.358047,1,2,250000,98107,1858,59839,2,1140,3990,0.414186129,105 NW 60th St,475K,5/7/2014,Seattle,WA,1924,219,5,90,0,Inf,8,19,10,35.5,18516,47.14,1705
47.672123,-122.367495,1,3,460000,98107,1629,59839,3,1240,5000,0.516810089,829 NW 60th St,476K,9/9/2014,Seattle,WA,1917,370,2,97,0,Inf,8,19,10,35.5,18516,47.14,1705
47.672127,-122.3718,2,3,650000,98107,1567,59839,4,1970,5000,0.350164829,1121 NW 60th St,396K,8/1/2014,Seattle,WA,1911,329,1,103,0,Inf,2,13,NA,35.5,18516,47.14,1705
47.672177,-122.390993,2.25,3,525000,98107,955,59839,3,1750,1879,0.176192161,2619 NW 60th St,491K,7/9/2014,Seattle,WA,2001,300,2,13,0,Inf,8,19,6,35.5,18516,47.14,1705
47.672304,-122.271962,2,3,900000,98115,406,82654,4,1920,9152,0.654611659,6001 52nd Ave NE,672K,6/4/2014,Seattle,WA,1943,468,3,71,0,Inf,2,7,NA,37.6,43567,64.17,412
47.672318,-122.257535,2,4,365000,98115,123,82654,2,2200,10240,0.471469674,6510 NE 60th St,910K,7/15/2014,Seattle,WA,1953,165,5,61,0,Inf,8,15,NA,37.6,43567,64.17,412
47.672328,-122.38297,1,3,368000,98115,1166,82654,5,1120,5376,0.445824245,9023 20th Ave NE,365K,9/15/2014,Seattle,WA,1942,328,1,72,0,Inf,1,19,8,37.6,43567,64.17,412
47.672353,-122.257212,3,4,1060000,98115,116,82654,2,2930,11761.2,0.493000858,6520 NE 60th St,923K,3/21/2014,Seattle,WA,1962,363,5,52,0,Inf,8,15,NA,37.6,43567,64.17,412
47.672382,-122.295791,1,3,552000,98115,1413,82654,2,1780,5000,0.312392942,2916 NE 60th St,587K,5/27/2014,Seattle,WA,1919,310,0,95,0,Inf,8,20,10,37.6,43567,64.17,412
47.672388,-122.323142,3,3,470000,98115,2020,82654,6,1560,4500,0.541911557,6000 5th Ave NE,519K,3/24/2014,Seattle,WA,1904,301,8,110,0,Inf,1,0,NA,37.6,43567,64.17,412
47.672397,-122.279252,2,3,580000,98115,859,82654,3,2100,6900,0.924605582,6000 45th Ave NE,561K,7/24/2014,Seattle,WA,1943,276,2,71,0,Inf,2,9,NA,37.6,43567,64.17,412
47.672397,-122.279252,2,3,665000,98115,859,82654,3,2480,2613,0.924605582,510 NE 82nd St,632K,7/24/2014,Seattle,WA,1929,268,2,85,0,Inf,2,9,NA,37.6,43567,64.17,412
47.672422,-122.316531,3,4,750500,98115,1813,82654,5,1750,2440,0.385949323,1019 NE 61st St,644K,6/4/2014,Seattle,WA,1911,428,6,103,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672456,-122.326974,3,4,1200000,98115,2152,82654,5,2700,4356,0.424024121,124 NE 60th St,1.08M,7/10/2014,Seattle,WA,2004,444,8,10,0,Inf,8,17,8,37.6,43567,64.17,412
47.672469,-122.396349,1,4,500000,98107,855,59839,1,1440,7100,0.259489177,3012 NW 60th St,492K,7/25/2014,Seattle,WA,1906,347,2,108,0,Inf,8,19,6,35.5,18516,47.14,1705
47.672472,-122.328913,1,2,480000,98103,2220,69510,4,1290,3040,0.388903031,2346 N 60th St,444K,7/15/2014,Seattle,WA,1924,372,8,90,0,Inf,8,17,8,34.4,41971,61.73,522
47.672477,-122.287694,3,5,620000,98115,1252,82654,3,2300,8200,0.297268845,6006 37th Ave NE,680K,7/7/2014,Seattle,WA,1950,269,2,64,0,Inf,8,20,10,37.6,43567,64.17,412
47.672482,-122.330171,1,2,480000,98103,2280,69510,4,1500,3420,0.394086569,4422 Woodlawn Ave N,557K,7/22/2014,Seattle,WA,1902,320,8,112,0,Inf,8,17,8,34.4,41971,61.73,522
47.672482,-122.330171,1,3,595000,98103,2280,69510,4,1660,4560,0.394086569,2312 N 60th St,555K,7/22/2014,Seattle,WA,1907,358,8,107,0,Inf,8,17,8,34.4,41971,61.73,522
47.672502,-122.271963,1,2,475860,98115,405,82654,4,980,7475,0.649533381,6009 52nd Ave NE,480K,2/26/2014,Seattle,WA,1942,485,3,72,0,Inf,2,7,NA,37.6,43567,64.17,412
47.672503,-122.27243,1,3,650000,98115,423,82654,4,2320,7474,0.683679017,6008 51st Ave NE,648K,5/16/2014,Seattle,WA,1940,280,3,74,0,Inf,2,7,NA,37.6,43567,64.17,412
47.672564,-122.319839,2,2,441000,98115,1904,82654,7,1660,3400,0.576244897,6008 8th Ave NE,432K,7/3/2014,Seattle,WA,1919,265,8,95,0,Inf,1,0,NA,37.6,43567,64.17,412
47.672574,-122.284474,1,2,462000,98115,1118,82654,3,830,6750,0.538187131,6012 40th Ave NE,470K,3/19/2014,Seattle,WA,1948,556,2,66,0,Inf,8,20,10,37.6,43567,64.17,412
47.672575,-122.266971,1,3,612500,98115,261,82654,2,1100,10890,0.292365543,6016 Sand Point Way NE,725K,3/31/2014,Seattle,WA,1962,554,5,52,0,Inf,2,7,NA,37.6,43567,64.17,412
47.672581,-122.370568,3,4,734200,98107,1582,59839,4,3098,4999,0.454479757,942 NW 60th St,710K,5/28/2014,Seattle,WA,1928,236,1,86,0,Inf,2,13,NA,35.5,18516,47.14,1705
47.672581,-122.377926,1,4,540000,98107,1368,59839,4,1790,3091,0.216464591,1538 NW 60th St,550K,6/3/2014,Seattle,WA,1905,301,1,109,0,Inf,2,13,NA,35.5,18516,47.14,1705
47.672584,-122.357668,2,3,670000,98107,1865,59839,2,2190,4791,0.471165944,102 NW 60th St,653K,4/30/2014,Seattle,WA,1911,305,5,103,0,Inf,8,19,10,35.5,18516,47.14,1705
47.672591,-122.385791,1,2,500000,98107,1061,59839,5,900,4750,0.540601089,2222 NW 60th St,453K,6/25/2014,Seattle,WA,1940,555,1,74,0,Inf,8,19,6,35.5,18516,47.14,1705
47.672594,-122.383089,1,4,500000,98107,1168,59839,5,1090,5000,0.423004299,2020 NW 60th St,438K,4/14/2014,Seattle,WA,1945,458,1,69,0,Inf,1,19,8,35.5,18516,47.14,1705
47.672598,-122.362605,2,3,535000,98107,1785,59839,2,1520,3737,0.356562953,6006 5th Ave NW,535K,5/19/2014,Seattle,WA,1922,351,3,92,0,Inf,8,19,10,35.5,18516,47.14,1705
47.672617,-122.298197,3,4,650000,98115,1450,82654,2,2100,2500,0.458997558,6012 27th Ave NE,610K,8/12/2014,Seattle,WA,2001,309,0,13,0,Inf,2,17,NA,37.6,43567,64.17,412
47.672647,-122.363684,1.5,4,793000,98107,1748,59839,3,1490,5000,0.382659576,6006 6th Ave NW,555K,5/8/2014,Seattle,WA,1950,532,3,64,0,Inf,8,19,10,35.5,18516,47.14,1705
47.672709,-122.296746,2.75,4,895000,98115,1436,82654,2,2640,4000,0.369412671,6017 29th Ave NE,826K,9/15/2014,Seattle,WA,1925,339,0,89,0,Inf,2,17,NA,37.6,43567,64.17,412
47.672725,-122.320373,1,3,478000,98115,1926,82654,6,2200,2613,0.54388795,6015 8th Ave NE,460K,5/29/2014,Seattle,WA,1910,217,8,104,0,Inf,1,0,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,365,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,365,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,366,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,366,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,365,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,365,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,365,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,365,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,366,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,366,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,366,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,366,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,365,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,365,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,366,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672726,-122.316132,2.5,4,883000,98115,1807,82654,5,2410,4000,0.393438628,1026 NE 61st St,738K,9/4/2014,Seattle,WA,1910,366,5,104,0,Inf,3,11,NA,37.6,43567,64.17,412
47.672743,-122.395027,2,2,550000,98107,868,59839,2,1800,5000,0.156219427,2847 NW 61st St,520K,7/17/2014,Seattle,WA,1923,305,2,91,0,Inf,8,19,6,35.5,18516,47.14,1705
47.672745,-122.330674,1,1,1120000,98103,2289,69510,4,560,2250,0.374759125,2301 N 61st St,1.01M,4/7/2014,Seattle,WA,1921,NA,8,93,0,Inf,8,17,8,34.4,41971,61.73,522
